Title,Label,Category,Content,Date,URL,TOPIC
هذا الفيديو يعود لانفجارات في مدينة كييف في أوكرانيا عام 2022 وليس من الصواريخ التي سقطت على تل أبيب مؤخرًا,زائف,مضلل,"نشرت إحدى حسابات فيسبوك المقطع في 29 أكتوبر 2023 مرفقًا بالوصف الآتي – دون تصرف -:
قبل قليل استهداااف من مقر الاجتماعات في تل_أبيب بصواريخ كبيرة ومدمرة.

حقق المقطع عشرات التفاعلات والمشاركات حتى لحظة نشر هذا المقال،
كما تناقلت الادعاء ذاته صفحات وحسابات أخرى على فيسبوك هنـا، هنـا وهنـا.",2023-11-09T04:40:09+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%8A%D8%B9%D9%88%D8%AF-%D9%84%D8%A7%D9%86%D9%81%D8%AC%D8%A7%D8%B1%D8%A7%D8%AA-%D9%81%D9%8A-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D9%83%D9%8A/,Politics
هذا الفيديو متداول منذ عام 2014 على الأقل وليس من الصواريخ التي أطلقها حزب الله من جنوب لبنان مؤخرًا,زائف,مضلل,نشرت إحدى صفحات فيسبوك الادعاء بتاريخ 04 نوفمبر 2023 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2023-11-07T23:01:30+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%85%D8%AA%D8%AF%D8%A7%D9%88%D9%84-%D9%85%D9%86%D8%B0-%D8%B9%D8%A7%D9%85-2014%D8%8C-%D9%88%D9%84%D8%A7-%D9%8A%D8%A8%D9%8A%D9%86-%D8%A5%D8%B7/,Finance
هذا المقطع قديم ومتداول منذ عام 2018 ولا يظهر اعتراض السعودية صاروخًا أطلق من اليمن حديثًا,زائف,مضلل,نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 07 نوفمبر 2023 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2023-11-07T01:57:15+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%82%D8%AF%D9%8A%D9%85%D8%8C-%D9%88%D9%84%D9%8A%D8%B3-%D9%84%D8%A7%D8%B9%D8%AA%D8%B1%D8%A7%D8%B6-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A/,Finance
هذه الصور قديمة ولا تبين خطف ضابط إسرائيلي ودبابات مدمرة على يد مقاتلي حماس في قطاع غزة,زائف,مضلل,نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 29 أكتوبر 2023 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2023-11-06T03:36:52+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D8%B5%D9%88%D8%B1-%D9%82%D8%AF%D9%8A%D9%85%D8%A9-%D9%85%D9%86-%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D9%85%D8%AE%D8%AA%D9%84%D9%81%D8%A9%D8%8C-%D9%88%D9%84%D9%8A%D8%B3%D8%AA-2/,Finance
العلم الظاهر في هذه المظاهرة المؤيدة لغزة هو شعار حزب الرفاه الهندي وليس العلم الإيطالي,زائف,مضلل,نشرت إحدى صفحات فيسبوك الادعاء بتاريخ 21 أكتوبر 2023 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2023-10-30T00:47:09+03:00,https://fatabyyano.net/%D8%A7%D9%84%D8%B9%D9%84%D9%85-%D8%A7%D9%84%D8%B8%D8%A7%D9%87%D8%B1-%D9%81%D9%8A-%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%8A%D8%B9%D9%88%D8%AF-%D9%84%D8%B9%D9%84%D9%85-%D8%AD%D8%B2/,Finance
هذا المقطع الذي يظهر الرئيس المصري مرتديًا الزي العسكري يعود لعام 2018 وليس في ظل الحرب الجارية,زائف,مضلل,نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 24 أكتوبر 2023 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2023-10-27T03:50:28+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%82%D8%AF%D9%8A%D9%85%D8%8C-%D9%88%D9%84%D8%A7-%D9%8A%D8%B8%D9%87%D8%B1-%D8%A7%D8%B1%D8%AA%D8%AF%D8%A7%D8%A1-%D8%A7%D9%84%D8%B1%D8%A6%D9%8A/,Finance
هذا المقطع من الخرطوم – السودان وليس لقصف إسرائيلي على أهالي غزة خلال تعبئتهم مياه للشرب,زائف,مضلل,نُشر المقطع بتاريخ 21 أكتوبر 2023 مرفقا بالتعليق الآتي -من دون تصرّف-:,2023-10-26T19:52:00+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%85%D9%86-%D8%A7%D9%84%D8%AE%D8%B1%D8%B7%D9%88%D9%85-%D8%A7%D9%84%D8%B3%D9%88%D8%AF%D8%A7%D9%86-%D9%88%D9%84%D9%8A%D8%B3-%D9%84%D9%82%D8%B5/,Culture
هذا المقطع قديم، ولا يظهر انتشار الجيش المصري على حدود غزة حديثًا,زائف,مضلل,نشرت إحدى صفحات فيسبوك المقطع في 19 أكتوبر 2023 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2023-10-22T19:17:34+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%82%D8%AF%D9%8A%D9%85%D8%8C-%D9%88%D9%84%D8%A7-%D9%8A%D8%A8%D9%8A%D9%86-%D8%A7%D9%86%D8%AA%D8%B4%D8%A7%D8%B1-%D8%A7%D9%84%D8%AC%D9%8A%D8%B4/,Culture
هذه الصورة معدلة رقميًا، ولا تظهر أبراجًا في ماليزيا أضيئت بعلم فلسطين مؤخرًا,زائف,زائف,نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 15 أكتوبر 2023 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2023-10-21T04:09:28+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D8%B5%D9%88%D8%B1%D8%A9-%D9%85%D8%B9%D8%AF%D9%84%D8%A9-%D8%B1%D9%82%D9%85%D9%8A%D9%8B%D8%A7%D8%8C-%D9%88%D9%84%D8%A7-%D8%AA%D8%B8%D9%87%D8%B1-%D8%A3%D8%A8%D8%B1%D8%A7/,Finance
هذا المقطع قديم منذ عام ٢٠٢٢ على الأقل ، ولا يظهر صاروخ يضرب المستشفى المعمداني عن طريق الخطأ,زائف,مضلل,"نُشر المقطع بتاريخ 17 أكتوبر 2023 مرفقا بالتعليق الآتي -من دون تصرّف-:
ها وقد ظهر الحق وزهق الباطل .. صور لصاروخ حماس الذي ضرب بطريق الخطأ علي مستشفي الاهلي المعمداني بغزه كما هو موضح في الصورة ..",2023-10-19T14:10:38+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%82%D8%AF%D9%8A%D9%85-%D9%85%D9%86%D8%B0-%D8%B9%D8%A7%D9%85-%D9%A2%D9%A0%D9%A2%D9%A2-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%A3%D9%82%D9%84-%D8%8C/,Politics
هذا المقطع لا يظهر أطفالًا إسرائيليين محتجزين في أقفاص في أعقاب الأحداث الجارية في غزة,زائف,مضلل,نشرت إحدى صفحات فيسبوك المقطع بتاريخ 09 أكتوبر 2023 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2023-10-19T14:06:01+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%84%D8%A7-%D9%8A%D8%B8%D9%87%D8%B1-%D8%A3%D8%B7%D9%81%D8%A7%D9%84%D9%8B%D8%A7-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A%D9%8A%D9%86/,Finance
هذا الصوت مركب، ولا يظهر تلقي طاقم قناة سي أن أن أوامر بالتظاهر أنهم تحت القصف,زائف,زائف,مخرج محطة السي إن إن #CNN ينسى أنه على الهواء ويوجه مراسلة الاخبار والمصور على التيلفون بأن يتظاهروا بأنهم تعرضوا لصواريخ حماس عندما يقول لها تلفتي حولك وتظاهري بأنك مذعورة*,2023-10-19T13:10:01+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D8%B5%D9%88%D8%AA-%D9%85%D8%B1%D9%83%D8%A8%D8%8C-%D9%88%D9%84%D8%A7-%D9%8A%D8%B8%D9%87%D8%B1-%D8%AA%D9%84%D9%82%D9%8A-%D8%B7%D8%A7%D9%82%D9%85-%D9%82%D9%86%D8%A7%D8%A9/,Politics
هذا المقطع الذي قيل إنه يظهر أخطبوطًا في مرآب سيارات في قطر غير حقيقي بل معدل رقميًّا,زائف,زائف,"تناقل ناشطون على مواقع التواصل مقطعًا يدعون أنه يظهر أخطبوطًا حقيقيّا يدخل مرآب سيارات في قطر ويتسبب بتحطيم سيارة،
فما حقيقة هذا المقطع؟ تابع المقال الآتي..",2023-10-18T11:46:34+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D8%A7%D9%84%D8%B0%D9%8A-%D9%82%D9%8A%D9%84-%D8%A5%D9%86%D9%87-%D9%8A%D8%B8%D9%87%D8%B1-%D8%A3%D8%AE%D8%B7%D8%A8%D9%88%D8%B7%D9%8B%D8%A7-%D9%81/,Politics
هذه الصورة ليست لعملاق في قندهار، وإنما مصممة بالذكاء الاصطناعي,زائف,زائف,"تناقل ناشطون على منصة فيسبوك صورة يدعون أنها تعود لعملاق في قندهار، أفغانستان عام 1923،
فما حقيقة هذا الادعاء؟",2023-10-18T03:59:42+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D8%B5%D9%88%D8%B1%D8%A9-%D9%84%D9%8A%D8%B3%D8%AA-%D9%84%D8%B9%D9%85%D9%84%D8%A7%D9%82-%D9%81%D9%8A-%D9%82%D9%86%D8%AF%D9%87%D8%A7%D8%B1%D8%8C-%D9%88%D8%A5%D9%86%D9%85/,Politics
هذا المقطع ليس للقطار الذي سيربط بين محافظتي كربلاء والنجف في العراق,زائف,مضلل,"تناقل ناشطون على الفيسبوك مقطع فيديو يدّعي ناشروه أنه يظهر القطار المعلق الذي يربط النجف بكربلاء.
فما حقيقة هذا المقطع؟ تابع المقال الآتي..",2023-10-18T03:40:43+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%82%D8%AF%D9%8A%D9%85%D8%8C-%D9%88%D9%84%D8%A7-%D9%8A%D8%A8%D9%8A%D9%86-%D8%A7%D9%84%D9%82%D8%B7%D8%A7%D8%B1-%D8%A7%D9%84%D9%85%D8%B9%D9%84/,Politics
هذا الفيديو متداول قبل الحرب بأسابيع ولا يظهر طفلة إسرائيلية اختُطفت هناك,زائف,مضلل,"تناقل ناشطون على فيسبوك مقطعًا يدّعون أنه يصور طفلة صغيرة مختطفة في غزة في أعقاب الحرب الجارية منذ 07 أكتوبر 2023،
فما حقيقة هذا المقطع؟ تابع المقال الآتي..",2023-10-16T12:13:03+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%85%D8%AA%D8%AF%D8%A7%D9%88%D9%84-%D9%82%D8%A8%D9%84-%D8%A7%D9%84%D8%AD%D8%B1%D8%A8-%D8%A8%D8%A3%D8%B3%D8%A7%D8%A8%D9%8A%D8%B9-%D9%88/,Politics
هذه المشاهد تعود لإرسال مصر مساعدات إلى غزة في سنوات سابقة وليس حديثًا,زائف,مضلل,"تناقل ناشطون على فيسبوك مقطعًا يدعون أنه يظهر قافلة مساعدات إنسانية توجهت حديثًا من مصر إلى قطاع غزة،
فما حقيقة هذا المقطع؟ تابع المقال الآتي..",2023-10-15T19:54:44+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D9%85%D8%B4%D8%A7%D9%87%D8%AF-%D8%AA%D8%B9%D9%88%D8%AF-%D9%84%D8%A5%D8%B1%D8%B3%D8%A7%D9%84-%D9%85%D8%B5%D8%B1-%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A7%D8%AA-%D8%A5%D9%84/,Politics
هذا المقطع يصور تدمير دبابة تابعة للجيش الروسي، وليس لتدمير دبابة في غلاف غزة مؤخرًا,زائف,مضلل,نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 08 أكتوبر 2023 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2023-10-15T19:49:07+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%8A%D8%B5%D9%88%D8%B1-%D8%AA%D8%AF%D9%85%D9%8A%D8%B1-%D8%AF%D8%A8%D8%A7%D8%A8%D8%A9-%D8%AA%D8%A7%D8%A8%D8%B9%D8%A9-%D9%84%D9%84%D8%AC%D9%8A/,Finance
هذه الادعاءات المتداولة حول انقطاع الانترنت وخطورة اللقاحات زائفة,زائف,زائف,"تناقل ناشطون على منصات التواصل مقطعاً صوتياً للتحذير من انقطاع متوقع للإنترنت في 11 أكتوبر 2023،
وتداعيات محتملة لحملة تطعيم عقب ذلك ستتسبب بتقليل عدد سكان العالم،
فما حقيقة هذا الادعاء؟ تابع المقال الآتي…",2023-10-10T20:33:16+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D8%A7%D8%AF%D8%B9%D8%A7%D8%A1%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AA%D8%AF%D8%A7%D9%88%D9%84%D8%A9-%D8%AD%D9%88%D9%84-%D8%A7%D9%86%D9%82%D8%B7%D8%A7%D8%B9-%D8%A7%D9%84/,Politics
هذا المقطع لا يظهر إطلاق وابل صواريخ من غزة حديثًا، بل متداول منذ عام 2020,زائف,مضلل,"تناقل ناشطون على فيسبوك مقطعًا يدعون أنه يصور إطلاق وابل صواريخ من قطاع غزة في ظل الحرب الجارية هناك منذ 07 أكتوبر 2023،
فما مدى صحة هذا الادعاء؟ تابع المقال الآتي..",2023-10-10T10:23:35+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%84%D8%A7-%D9%8A%D8%B8%D9%87%D8%B1-%D8%A5%D8%B7%D9%84%D8%A7%D9%82-%D9%88%D8%A7%D8%A8%D9%84-%D8%B5%D9%88%D8%A7%D8%B1%D9%8A%D8%AE-%D9%85%D9%86/,Politics
هذا الخبر غير صحيح، لم يقدم فندق رونالدو المأوى المجاني لضحايا زلزال المغرب مؤخرًا,زائف,زائف,"تناقل ناشطون على فيسبوك خبرًا يدّعي ناشروه قيام كريستيانو رونالدو بتخصيص فندقه “بيستانا” في المغرب للمتضررين من الزلزال مجانًا.
فما حقيقة هذا الادعاء؟ تابع المقال الآتي..",2023-10-10T02:52:21+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D8%AE%D8%A8%D8%B1-%D8%BA%D9%8A%D8%B1-%D8%B5%D8%AD%D9%8A%D8%AD%D8%8C-%D9%84%D9%85-%D9%8A%D9%82%D8%AF%D9%85-%D9%81%D9%86%D8%AF%D9%82-%D8%B1%D9%88%D9%86%D8%A7%D9%84%D8%AF/,Sports
هذا المقطع يعود لحريق في الصين عام 2022، وليس لحريق عمارة سكنية في أربيل مؤخرًا,زائف,مضلل,"تناقل ناشطون على فيسبوك مقطع فيديو يدّعون أنه يظهر حريقًا اندلع في عمارة سكنية في أربيل مؤخرًا.
فما حقيقة هذا المقطع؟ تابع المقال الآتي..",2023-10-10T01:56:19+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%82%D8%AF%D9%8A%D9%85%D8%8C-%D9%88%D9%84%D8%A7-%D9%8A%D8%A8%D9%8A%D9%86-%D8%AD%D8%B1%D9%8A%D9%82%D9%8B%D8%A7-%D9%81%D9%8A-%D8%B9%D9%85%D8%A7/,Politics
هذه الصورة مفبركة، ولا تظهر إضاءة برج القاهرة بعلم فلسطين,زائف,زائف,"تناقل ناشطون على منصة فيسبوك صورة يدعون أنها تظهر إضاءة برج القاهرة بعلم فلسطين، تضامناً مع الحرب الجارية هناك منذ 07 أكتوبر 2023.
فما حقيقة هذه الصورة؟ تابع المقال الآتي..",2023-10-10T01:08:59+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D8%B5%D9%88%D8%B1%D8%A9-%D9%85%D9%81%D8%A8%D8%B1%D9%83%D8%A9%D8%8C-%D9%88%D9%84%D8%A7-%D8%AA%D8%B8%D9%87%D8%B1-%D8%A5%D8%B6%D8%A7%D8%A1%D8%A9-%D8%A8%D8%B1%D8%AC-%D8%A7/,Politics
هذه المشاهد مقتبسة من لعبة محاكاة عسكرية وليست لإسقاط طائرات في غزة مؤخرًا,زائف,زائف,"تناقل ناشطون على فيسبوك مقطعًا يدعون أنه يصور إسقاط طائرات مروحية في قطاع غزة في سياق الحرب الجارية هناك منذ 07 أكتوبر 2023،
فما حقيقة هذا المقطع؟ تابع المقال الآتي..",2023-10-09T19:12:37+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D9%85%D8%B4%D8%A7%D9%87%D8%AF-%D9%85%D9%82%D8%AA%D8%A8%D8%B3%D8%A9-%D9%85%D9%86-%D9%84%D8%B9%D8%A8%D8%A9-%D9%85%D8%AD%D8%A7%D9%83%D8%A7%D8%A9-%D8%B9%D8%B3%D9%83%D8%B1/,Politics
هذه المشاهد تعود للعبة محاكاة عسكرية ولا تظهر إسقاط مقاتلة حربية في غزة حديثًا,زائف,زائف,"تناقل ناشطون على مواقع التواصل مقطعًا يدعون أنه يصور إسقاط مقاتلة حربية في قطاع غزة في سياق الحرب الجارية هناك منذ 07 أكتوبر 2023،
فما حقيقة هذا المقطع؟ تابع المقال الآتي..",2023-10-09T07:20:59+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D9%85%D8%B4%D8%A7%D9%87%D8%AF-%D8%AA%D8%B9%D9%88%D8%AF-%D9%84%D9%84%D8%B9%D8%A8%D8%A9-%D9%85%D8%AD%D8%A7%D9%83%D8%A7%D8%A9-%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D8%A9-%D9%88/,Politics
هذا المقطع قديم، ولا يبين إنقاذ شاب مصري عقب السيول التي تسببت بها العاصفة دانيال,زائف,مضلل,"تناقل ناشطون على فيسبوك مقطع فيديو يدّعون أنه يظهر لحظة العثور على شاب مصري حيا بعد ثلاث أيام من السيول التي تسببت بها العاصفة دانيال في ليبيا.
فما حقيقة هذا المقطع؟ تابع المقال الآتي.",2023-09-30T17:22:13+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%82%D8%AF%D9%8A%D9%85%D8%8C-%D9%88%D9%84%D8%A7-%D9%8A%D8%A8%D9%8A%D9%86-%D9%84%D8%AD%D8%B8%D8%A9-%D8%A5%D9%86%D9%82%D8%A7%D8%B0-%D8%B4%D8%A7/,Politics
المشاهد الواردة في هذا المقطع لا تظهر استشعار آلآف الدلافين حدوث تغيرات أرضية وشيكة,زائف,مضلل,"تناقل ناشطون على الفيسبوك مقطع فيديو يدّعي ناشروه أنه يظهر اتجاه آلآف الدلافين نحو الشاطئ في إشارة لحدوث تغيرات أرضية وشيكة.
فما حقيقة هذا المقطع؟ تابع المقال الآتي..",2023-09-29T19:12:48+03:00,https://fatabyyano.net/%D8%A7%D9%84%D9%85%D8%B4%D8%A7%D9%87%D8%AF-%D8%A7%D9%84%D9%88%D8%A7%D8%B1%D8%AF%D8%A9-%D9%81%D9%8A-%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%84%D8%A7-%D8%AA%D8%B8%D9%87%D8%B1-%D8%A7/,Politics
هذا المقطع متداول منذ أكتوبر 2018، وليس لإعصار ناري في تونس مؤخراً,زائف,مضلل,"تناقل ناشطون على منصات التواصل مقطعاً يدعون أنه لإعصار ناري في تونس مؤخراً،
فما حقيقة هذا المقطع؟ تابع المقال الآتي..",2023-09-29T13:45:07+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%85%D8%AA%D8%AF%D8%A7%D9%88%D9%84-%D9%85%D9%86%D8%B0-%D8%A3%D9%83%D8%AA%D9%88%D8%A8%D8%B1-2018%D8%8C-%D9%88%D9%84%D9%8A%D8%B3-%D9%84%D8%A5/,Politics
فيديو الرجل الذي يصلي وسط السيل قديم ولا علاقة له بالسيول في درنة,زائف,مضلل,"تسببت العاصفة “دانيال” في انهيار سدّين غمرا مدينة درنة بأكملها ودمرا بنيتها التحتية، كما أدت إلى مقتل أكثر من 3000 شخص وفقدان الآلاف شرق ليبيا.
في أعقاب ذلك، تناقل ناشطون على فيسبوك مقطعًا يدّعون أنه يصوّر رجلًا يصلي وسط السيول خلال انتظاره فرق الإنقاذ في درنة،
فما حقيقة هذا المقطع؟ تابع المقال الآتي..",2023-09-29T09:43:37+03:00,https://fatabyyano.net/%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D8%A7%D9%84%D8%B1%D8%AC%D9%84-%D8%A7%D9%84%D8%B0%D9%8A-%D9%8A%D8%B5%D9%84%D9%8A-%D9%88%D8%B3%D8%B7-%D8%A7%D9%84%D8%B3%D9%8A%D9%84-%D9%82%D8%AF%D9%8A%D9%85-%D9%88%D9%84/,Politics
هذا المقطع لا يصور جهازًا تابعًا لمشروع هارب، بل يظهر معدة تستخدم في تكرير النفط,زائف,مضلل,"تناقل ناشطون على فيسبوك مقطعًا يدعون أنه يصور معدة ضخمة تابعةً لبرنامج هارب، كما يدعون أنه المتسبب في حدوث الزلال الأخيرة في تركيا والمغرب،
فما مدى صحة هذا الادعاء؟ تابع المقال الآتي..",2023-09-27T15:24:48+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%84%D8%A7-%D9%8A%D8%B5%D9%88%D8%B1-%D8%AC%D9%87%D8%A7%D8%B2%D9%8B%D8%A7-%D8%AA%D8%A7%D8%A8%D8%B9%D9%8B%D8%A7-%D9%84%D9%85%D8%B4%D8%B1%D9%88/,Politics
هذا المقطع قديم، ولا يظهر هروب شاب بأموال تبرعات ضحايا زلزال المغرب مؤخرًا,زائف,مضلل,"تناقل ناشطون على الفيسبوك مقطع فيديو يدّعي ناشروه أنه يظهر هروب شاب في قوارب الموت بعد جمع أموال التبرعات لضحايا الزلزال.
فما حقيقة هذا المقطع؟ تابع المقال الآتي..",2023-09-24T19:30:49+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%82%D8%AF%D9%8A%D9%85%D8%8C-%D9%88%D9%84%D8%A7-%D9%8A%D8%B8%D9%87%D8%B1-%D9%87%D8%B1%D9%88%D8%A8-%D8%B4%D8%A7%D8%A8-%D8%A8%D8%A3%D9%85%D9%88/,Politics
هذا المقطع مجتزأ من سياقه، ولا صحة لخبر انقطاع الإنترنت عن العالم الشهر المقبل,زائف,مضلل,"تناقل ناشطون على مواقع التواصل مقطعًا يدّعون أنه يبين أن خدمة الانترنت ستنقطع عن كافة أنحاء العالم في 11 أكتوبر المقبل،
فما حقيقة هذا المقطع؟ تابع المقال الآتي..",2023-09-23T19:47:45+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%85%D8%AC%D8%AA%D8%B2%D8%A3-%D9%85%D9%86-%D8%B3%D9%8A%D8%A7%D9%82%D9%87%D8%8C-%D9%88%D9%84%D8%A7-%D8%B5%D8%AD%D8%A9-%D9%84%D8%AE%D8%A8%D8%B1/,Politics
هذا المقطع يعود لإرسال قطر كبائن لمتضرري زلزال تركيا في فبراير الماضي وليس للمغرب,زائف,مضلل,"أعلن المغرب قبوله دعماً من عدة دول، من بينها قطر، إثر الزلزال المدمر الذي ضرب منطقة مراكش الأسبوع الماضي.
في أعقاب ذلك، تناقل ناشطون على فيسبوك مقطعاً يدعون أنه يصور إرسال قطر كبائن لإيواء ضحايا الزلزال هناك،
فما حقيقة هذا المقطع؟ تابع المقال الآتي..",2023-09-23T12:59:46+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%8A%D8%B9%D9%88%D8%AF-%D9%84%D8%A5%D8%B1%D8%B3%D8%A7%D9%84-%D9%82%D8%B7%D8%B1-%D9%83%D8%A8%D8%A7%D8%A6%D9%86-%D9%84%D9%85%D8%AA%D8%B6%D8%B1/,Politics
هذا المقطع متداول منذ سنوات لفيضانات في تشيلي ولا علاقة له بالعاصفة دانيال في ليبيا,زائف,مضلل,"تسببت العاصفة “دانيال” في انهيار سدّين غمرا مدينة درنة بأكملها ودمرا بنيتها التحتية، كما أدت إلى مقتل أكثر من 3000 شخص وفقدان الآلاف شرق ليبيا.
إثر ذلك، تناقل ناشطون على فيسبوك مقطعًا يدّعون أنه يصور جانبًا من هذه الفيضانات،
فما حقيقة هذا المقطع؟ تابع المقال الآتي..",2023-09-22T12:02:24+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%85%D8%AA%D8%AF%D8%A7%D9%88%D9%84-%D9%85%D9%86%D8%B0-%D8%B3%D9%86%D9%88%D8%A7%D8%AA-%D9%84%D9%81%D9%8A%D8%B6%D8%A7%D9%86%D8%A7%D8%AA-%D9%81/,Politics
هذا المقطع قديم، ولا يصوّر رفع الأذان فوق بقايا مسجد مدمّر بسبب الزلزال في المغرب,زائف,مضلل,"تناقل ناشطون على فيسبوك مقطعًا يدعون أنه يظهر شخصًا يرفع الأذان فوق بقايا مسجد مدمر بفعل الزلزال الذي ضرب المغرب في 09 سبتمبر مخلفًا آلاف القتلى والمفقودين،
فما حقيقة هذا المقطع؟ تابع المقال الآتي..",2023-09-19T10:44:46+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%85%D8%AA%D8%AF%D8%A7%D9%88%D9%84-%D9%85%D9%86%D8%B0-%D8%B9%D8%A7%D9%85-2017%D8%8C/,Politics
