Title,Label,Category,Content,Date,URL
هذا الفيديو لا يظهر رهينة إسرائيلية خرجت ضمن صفقة التبادل مع حماس، بل يعود لصانعة محتوى ألمانية,زائف,مضلل,"نشر أحد مستخدمي فيسبوك المقطع في 27 نوفمبر 2023 مرفقًا بالوصف الآتي – دون تصرف -:
كتائب القسام في اخلاقهم وتعاملهم الاسلامية حب الاسرا الاسرائلين الاسلام وقد بدا منهم بحفظ سور من القران الكريم

حقق المقطع على هذا الحساب عشرات المشاهدات والتفاعلات حتى لحظة نشر هذا المقال،
كما تناقله مستخدمون آخرون هنـا، هنـا وهنـا.",2023-12-04T10:16:41+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%84%D8%A7-%D9%8A%D8%B8%D9%87%D8%B1-%D8%B1%D9%87%D9%8A%D9%86%D8%A9-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A%D8%A9-%D8%AE%D8%B1/
الترجمة المرفقة بهذا الفيديو مفبركة، ولم يعلن بنيامين نتنياهو الحرب على اليمن في هذا الخطاب,زائف,زائف,نشرت إحدى صفحات فيسبوك الادعاء بتاريخ 25 نوفمبر 2023 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2023-12-03T23:12:17+03:00,https://fatabyyano.net/%D8%A7%D9%84%D8%AA%D8%B1%D8%AC%D9%85%D8%A9-%D8%A7%D9%84%D9%85%D8%B1%D9%81%D9%82%D8%A9-%D9%85%D8%B9-%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%85%D9%81%D8%A8%D8%B1%D9%83%D8%A9%D8%8C/
هذا الفيديو يظهر الة حفر الانفاق في مناجم أستراليا عام 2019 وليس من الأنفاق التي تمتلكها حماس في قطاع غزة,زائف,مضلل,نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 13 نوفمبر 2023 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2023-12-02T11:47:35+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%85%D8%AA%D8%AF%D8%A7%D9%88%D9%84-%D9%85%D9%86%D8%B0-%D8%B9%D8%A7%D9%85-2019%D8%8C-%D9%88%D9%84%D8%A7-%D9%8A%D8%A8%D9%8A%D9%86-%D8%A5%D8%AD/
هذا المقطع مركب ولا يظهر رئيس الوفد اليمني يخاطب بشار الأسد في القمة العربية الإسلامية الطارئة في الرياض,زائف,زائف,نشرت إحدى صفحات فيسبوك الادعاء بتاريخ 15 نوفمبر 2023 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2023-12-01T01:24:09+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D8%B3%D8%A7%D8%AE%D8%B1%D8%8C-%D9%88%D9%84%D8%A7-%D9%8A%D8%B8%D9%87%D8%B1-%D8%B1%D8%A6%D9%8A%D8%B3-%D8%A7%D9%84%D9%88%D9%81%D8%AF-%D8%A7%D9%84/
هذا المقطع متداول منذ عام 2020، ويبين هبوطًا اضطراريًا لطائرة استطلاع ليبية على الحدود الليبية النيجيرية,زائف,مضلل,نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 28 نوفمبر 2023 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2023-11-30T17:03:30+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%85%D8%AA%D8%AF%D8%A7%D9%88%D9%84-%D9%85%D9%86%D8%B0-%D8%B9%D8%A7%D9%85-2020%D8%8C-%D9%88%D9%8A%D8%A8%D9%8A%D9%86-%D9%87%D8%A8%D9%88%D8%B7/
هذا المقطع يظهر نائب أمريكي يعترض على مشروع قانون التعاقد عام 2012 وليس على ما يحدث في غزة,زائف,مضلل,نائب أمريكي مرعوب مما يحدث في فلسطين ونفاق حكومته,2023-11-29T23:58:46+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%8A%D8%B8%D9%87%D8%B1-%D9%86%D8%A7%D8%A6%D8%A8-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A-%D9%8A%D8%B9%D8%AA%D8%B1%D8%B6-%D8%B9%D9%84%D9%89-%D9%85/
هذه الترجمة مفبركة، والمقطع قديم يتحدث فيه الرئيس الأمريكي عن فلاديمير بوتين وليس عن اليمن,زائف,زائف,بايدن يعترف بضربات اليمن اولا عتقلو خرط,2023-11-28T23:45:42+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D8%AA%D8%B1%D8%AC%D9%85%D8%A9-%D9%85%D9%81%D8%A8%D8%B1%D9%83%D8%A9%D8%8C-%D9%88%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%82%D8%AF%D9%8A%D9%85-%D9%8A%D8%AA%D8%AD%D8%AF/
هذه المشاهد متداولة منذ سنوات وتعود لأحداث مختلفة ولا تبين ظواهر غريبة حدثت مؤخرًا,زائف,مضلل,"تناقل ناشطون على مواقع التواصل مشاهد يدعون أنها تصور اجتياح الغربان للولايات المتحدة الأمريكية حديثًا في ظاهرة غريبة،
فما حقيقة هذه المشاهد؟ تابع المقال الآتي..",2023-11-27T20:02:08+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D9%85%D8%B4%D8%A7%D9%87%D8%AF-%D9%85%D8%AA%D8%AF%D8%A7%D9%88%D9%84%D8%A9-%D9%85%D9%86%D8%B0-%D8%B3%D9%86%D9%88%D8%A7%D8%AA-%D9%88%D8%AA%D8%B9%D9%88%D8%AF-%D9%84%D8%A3/
هذا الفيديو يظهر سفينة تابعة لشركة هيونداي وليس للسفينة “جالاكسي ليدر” التي احتجزها الحوثيون مؤخرًا في اليمن,زائف,مضلل,,2023-11-26T12:40:48+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%8A%D8%B8%D9%87%D8%B1-%D8%B3%D9%81%D9%8A%D9%86%D8%A9-%D8%AA%D8%A7%D8%A8%D8%B9%D8%A9-%D9%84%D8%B4%D8%B1%D9%83%D8%A9-%D9%87%D9%8A%D9%88/
هذا الفيديو يظهر احتفال جماهير نادي ساو باولو البرازيلي، ولا يبين رفع علم اليمن في البرازيل احتفالًا باستهداف إيلات,زائف,مضلل,نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 17 نوفمبر 2023 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2023-11-25T11:45:35+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%82%D8%AF%D9%8A%D9%85%D8%8C-%D9%88%D9%84%D8%A7-%D9%8A%D8%A8%D9%8A%D9%86-%D8%B1%D9%81%D8%B9-%D8%B9%D9%84%D9%85-%D8%A7%D9%84%D9%8A%D9%85%D9%86/
هذه الصورة قديمة ومتداولة منذ عام 2020 لسفينة شحن مركبات وليست للسفينة “جالاكسي ليدر” التي احتجزها الحوثيون مؤخرًا,زائف,مضلل,نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 20 نوفمبر 2023 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2023-11-24T01:19:07+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D8%B5%D9%88%D8%B1%D8%A9-%D9%82%D8%AF%D9%8A%D9%85%D8%A9-%D9%85%D9%86%D8%B0-%D8%B9%D8%A7%D9%85-2020%D8%8C-%D9%88%D9%84%D9%8A%D8%B3%D8%AA-%D8%A7%D9%84%D8%B3%D9%81%D9%8A/
هذا الفيديو ليس من المسيرة التضامنية مع غزة في بولندا بل متداول منذ 1 أكتوبر لمسيرة احتجاجية معارضة,زائف,مضلل,نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 14 نوفمبر 2023 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2023-11-23T01:15:23+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%85%D8%AA%D8%AF%D8%A7%D9%88%D9%84-%D9%85%D9%86%D8%B0-01-%D8%A3%D9%83%D8%AA%D9%88%D8%A8%D8%B1%D8%8C-%D9%88%D9%84%D8%A7-%D9%8A%D8%A8%D9%8A/
لا، لم تحظر اليابان لقاحات كوفيد 19، ولا صحة لهذه الادعاءات المتداولة حول زيادة معدل الوفيات بسبب اللقاح,زائف,زائف,"تناقل ناشطون على مواقع التواصل خبرًا يدّعي حظر اليابان لقاحات كوفيد 19 بعد زيادة معدلات الوفيات  في البلاد بسبب اللقاح – بحسب الادعاء -،
فما مدى صحة هذا الخبر؟ تابع المقال الآتي..",2024-04-12T01:59:53+03:00,https://fatabyyano.net/371617829383-2/
هذا الفيديو قديم ولا يظهر عودة النائب محمد الحلبوسي لرئاسة مجلس النواب مؤخرًا,زائف,مضلل,,2023-11-22T14:39:45+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%82%D8%AF%D9%8A%D9%85%D8%8C-%D9%88%D9%84%D8%A7-%D8%B5%D8%AD%D8%A9-%D9%84%D8%B9%D9%88%D8%AF%D8%A9-%D9%85%D8%AD%D9%85%D8%AF-%D8%A7%D9%84%D8%AD/
هذه الصورة قديمة وليست للسفينة “جالاكسي ليدر” التي احتجزها الحوثيون في البحر الأحمر مؤخراً,زائف,مضلل,السفينه الإسرائيلية اللى القوات اليمنيه خطفتها . لا تعظيم سلام هنا لليمن بقا,2023-11-21T01:35:56+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D8%B5%D9%88%D8%B1%D8%A9-%D9%82%D8%AF%D9%8A%D9%85%D8%A9-%D9%88%D9%84%D9%8A%D8%B3%D8%AA-%D9%84%D9%84%D8%B3%D9%81%D9%8A%D9%86%D8%A9-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3/
هذا المقطع المتداول قديم ولا يبيّن سقوط بايدن أثناء نزوله من الطائرة في بولندا بل موظفة في البيت الأبيض,زائف,مضلل,"تناقل ناشطون على فيسبوك مقطعًا يدعون أنه يصور لحظة سقوط الرئيس الأمريكي جو بايدن أثناء نزوله من الطائرة في بولندا،
فما حقيقة هذا المقطع؟ تابع المقال الآتي..",2023-11-20T09:03:32+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D8%A7%D9%84%D9%85%D8%AA%D8%AF%D8%A7%D9%88%D9%84-%D9%82%D8%AF%D9%8A%D9%85-%D9%88%D9%84%D8%A7-%D9%8A%D8%A8%D9%8A%D9%91%D9%86-%D8%B3%D9%82%D9%88/
هذا الفيديو مقتبس من لعبة محاكاة إلكترونية وليس من الدبابات الإسرائيلية التي أعلنت حماس عن تدميرها في غزة,زائف,مضلل,,2023-11-19T12:22:49+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%85%D9%82%D8%AA%D8%A8%D8%B3-%D9%85%D9%86-%D9%84%D8%B9%D8%A8%D8%A9-%D9%85%D8%AD%D8%A7%D9%83%D8%A7%D8%A9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1/
هذه الصورة مفبركة، والصورة الحقيقية لا تظهر صورة هتلر داخل مبنى برلمان كوريا الشمالية,زائف,زائف,نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 07 نوفمبر 2023 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2023-11-17T12:20:31+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D8%B5%D9%88%D8%B1%D8%A9-%D9%85%D9%81%D8%A8%D8%B1%D9%83%D8%A9%D8%8C-%D9%88%D9%84%D8%A7-%D8%AA%D8%B8%D9%87%D8%B1-%D8%B5%D9%88%D8%B1%D8%A9-%D9%87%D8%AA%D9%84%D8%B1-%D9%81/
هذه الصورة من صنع الذكاء الاصطناعي، ولا تظهر جماهير نادي بوكا الأرجنتيني يدمرون مطعم ماكدونالدز,زائف,زائف,"نشرت إحدى صفحات فيسبوك الصورة في 04 نوفمبر 2023 مرفقةً بالوصف الآتي – دون تصرف -:
جماهير نادي البوكا جونيور الأرجنتيني

حقق الادعاء على هذه الصفحة أكثر من 17 ألف تفاعل و1300 مشاركة حتى لحظة نشر هذا المقال،
كما تناقلت الصورة ذاتها صفحات وحسابات أخرى على فيسبوك هنـا، هنـا وهنـا.",2023-11-15T13:29:10+03:00,https://fatabyyano.net/%D8%AC%D9%85%D8%A7%D9%87%D9%8A%D8%B1-%D9%86%D8%A7%D8%AF%D9%8A-%D8%A8%D9%88%D9%83%D8%A7/
هذا الفيديو ليس من المسيرة التي استهدفت مدينة إيلات مؤخرًا بل هجوم بطائرة مسيرة في موسكو,زائف,مضلل,,2023-11-12T11:15:01+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%84%D9%8A%D8%B3-%D9%85%D9%86-%D8%A7%D9%84%D9%85%D8%B3%D9%8A%D8%B1%D8%A9-%D8%A7%D9%84%D8%AA%D9%8A-%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D9%81/
هذا المقطع مقتبس من لعبة إلكترونية، ولا يبين لحظة تدمير دبابة وقنص جندي إسرائيلي في غزة مؤخرًا,زائف,مضلل,نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 01 نوفمبر 2023 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2023-11-12T02:51:08+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%85%D9%82%D8%AA%D8%A8%D8%B3-%D9%85%D9%86-%D9%84%D8%B9%D8%A8%D8%A9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9%D8%8C-%D9%88%D9%84-2/
هذا الفيديو ليس من المسيرات التضامنية مع أهل غزة التي خرجت في فرنسا بل يعود لتجمع جماهير نادي برازيلي,زائف,مضلل,,2023-11-10T00:00:34+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%84%D9%8A%D8%B3-%D9%85%D9%86-%D8%A7%D9%84%D9%85%D8%B3%D9%8A%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D8%B6%D8%A7%D9%85%D9%86%D9%8A%D8%A9/
هذا الفيديو يعود لانفجارات في مدينة كييف في أوكرانيا عام 2022 وليس من الصواريخ التي سقطت على تل أبيب مؤخرًا,زائف,مضلل,"نشرت إحدى حسابات فيسبوك المقطع في 29 أكتوبر 2023 مرفقًا بالوصف الآتي – دون تصرف -:
قبل قليل استهداااف من مقر الاجتماعات في تل_أبيب بصواريخ كبيرة ومدمرة.

حقق المقطع عشرات التفاعلات والمشاركات حتى لحظة نشر هذا المقال،
كما تناقلت الادعاء ذاته صفحات وحسابات أخرى على فيسبوك هنـا، هنـا وهنـا.",2023-11-09T04:40:09+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%8A%D8%B9%D9%88%D8%AF-%D9%84%D8%A7%D9%86%D9%81%D8%AC%D8%A7%D8%B1%D8%A7%D8%AA-%D9%81%D9%8A-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D9%83%D9%8A/
هذا الفيديو لا يبين استهداف سفينة حربية إسرائيلية في البحر الأحمر مؤخرًا وإنما يظهر تدريبات انفجار مصنع كيماوي في الصين,زائف,مضلل,,2023-11-08T03:30:42+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%84%D8%A7-%D9%8A%D8%A8%D9%8A%D9%86-%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81-%D8%B3%D9%81%D9%8A%D9%86%D8%A9-%D8%AD%D8%B1%D8%A8%D9%8A/
هذا الفيديو متداول منذ عام 2014 على الأقل وليس من الصواريخ التي أطلقها حزب الله من جنوب لبنان مؤخرًا,زائف,مضلل,نشرت إحدى صفحات فيسبوك الادعاء بتاريخ 04 نوفمبر 2023 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2023-11-07T23:01:30+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%85%D8%AA%D8%AF%D8%A7%D9%88%D9%84-%D9%85%D9%86%D8%B0-%D8%B9%D8%A7%D9%85-2014%D8%8C-%D9%88%D9%84%D8%A7-%D9%8A%D8%A8%D9%8A%D9%86-%D8%A5%D8%B7/
لا، لم تحظر اليابان لقاحات كوفيد 19، ولا صحة لهذه الادعاءات المتداولة حول زيادة معدل الوفيات بسبب اللقاح,زائف,زائف,"تناقل ناشطون على مواقع التواصل خبرًا يدّعي حظر اليابان لقاحات كوفيد 19 بعد زيادة معدلات الوفيات  في البلاد بسبب اللقاح – بحسب الادعاء -،
فما مدى صحة هذا الخبر؟ تابع المقال الآتي..",2024-04-12T01:59:53+03:00,https://fatabyyano.net/371617829383-2/
هذا المقطع قديم ومتداول منذ عام 2018 ولا يظهر اعتراض السعودية صاروخًا أطلق من اليمن حديثًا,زائف,مضلل,نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 07 نوفمبر 2023 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2023-11-07T01:57:15+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%82%D8%AF%D9%8A%D9%85%D8%8C-%D9%88%D9%84%D9%8A%D8%B3-%D9%84%D8%A7%D8%B9%D8%AA%D8%B1%D8%A7%D8%B6-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A/
هذه الصور قديمة ولا تبين خطف ضابط إسرائيلي ودبابات مدمرة على يد مقاتلي حماس في قطاع غزة,زائف,مضلل,نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 29 أكتوبر 2023 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2023-11-06T03:36:52+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D8%B5%D9%88%D8%B1-%D9%82%D8%AF%D9%8A%D9%85%D8%A9-%D9%85%D9%86-%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D9%85%D8%AE%D8%AA%D9%84%D9%81%D8%A9%D8%8C-%D9%88%D9%84%D9%8A%D8%B3%D8%AA-2/
العلم الظاهر في هذه المظاهرة المؤيدة لغزة هو شعار حزب الرفاه الهندي وليس العلم الإيطالي,زائف,مضلل,نشرت إحدى صفحات فيسبوك الادعاء بتاريخ 21 أكتوبر 2023 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2023-10-30T00:47:09+03:00,https://fatabyyano.net/%D8%A7%D9%84%D8%B9%D9%84%D9%85-%D8%A7%D9%84%D8%B8%D8%A7%D9%87%D8%B1-%D9%81%D9%8A-%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%8A%D8%B9%D9%88%D8%AF-%D9%84%D8%B9%D9%84%D9%85-%D8%AD%D8%B2/
هذا المقطع الذي يظهر الرئيس المصري مرتديًا الزي العسكري يعود لعام 2018 وليس في ظل الحرب الجارية,زائف,مضلل,نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 24 أكتوبر 2023 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2023-10-27T03:50:28+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%82%D8%AF%D9%8A%D9%85%D8%8C-%D9%88%D9%84%D8%A7-%D9%8A%D8%B8%D9%87%D8%B1-%D8%A7%D8%B1%D8%AA%D8%AF%D8%A7%D8%A1-%D8%A7%D9%84%D8%B1%D8%A6%D9%8A/
هذا المقطع من الخرطوم – السودان وليس لقصف إسرائيلي على أهالي غزة خلال تعبئتهم مياه للشرب,زائف,مضلل,نُشر المقطع بتاريخ 21 أكتوبر 2023 مرفقا بالتعليق الآتي -من دون تصرّف-:,2023-10-26T19:52:00+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%85%D9%86-%D8%A7%D9%84%D8%AE%D8%B1%D8%B7%D9%88%D9%85-%D8%A7%D9%84%D8%B3%D9%88%D8%AF%D8%A7%D9%86-%D9%88%D9%84%D9%8A%D8%B3-%D9%84%D9%82%D8%B5/
هذا المقطع يظهر تمريناً عسكرياً عام 2022 للبحرية الأمريكية، وليس لإصابة بارجة أمريكية بصاروخ حوثي مؤخراً,زائف,مضلل,,2023-10-25T01:00:51+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%8A%D8%B8%D9%87%D8%B1-%D8%AA%D9%85%D8%B1%D9%8A%D9%86%D8%A7%D9%8B-%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D8%A7%D9%8B-%D8%B9%D8%A7%D9%85-2022-%D9%84/
هذا المقطع قديم، ولا يظهر انتشار الجيش المصري على حدود غزة حديثًا,زائف,مضلل,نشرت إحدى صفحات فيسبوك المقطع في 19 أكتوبر 2023 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2023-10-22T19:17:34+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%82%D8%AF%D9%8A%D9%85%D8%8C-%D9%88%D9%84%D8%A7-%D9%8A%D8%A8%D9%8A%D9%86-%D8%A7%D9%86%D8%AA%D8%B4%D8%A7%D8%B1-%D8%A7%D9%84%D8%AC%D9%8A%D8%B4/
هذه الصورة معدلة رقميًا، ولا تظهر أبراجًا في ماليزيا أضيئت بعلم فلسطين مؤخرًا,زائف,زائف,نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 15 أكتوبر 2023 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2023-10-21T04:09:28+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D8%B5%D9%88%D8%B1%D8%A9-%D9%85%D8%B9%D8%AF%D9%84%D8%A9-%D8%B1%D9%82%D9%85%D9%8A%D9%8B%D8%A7%D8%8C-%D9%88%D9%84%D8%A7-%D8%AA%D8%B8%D9%87%D8%B1-%D8%A3%D8%A8%D8%B1%D8%A7/
هذا المقطع قديم منذ عام ٢٠٢٢ على الأقل ، ولا يظهر صاروخ يضرب المستشفى المعمداني عن طريق الخطأ,زائف,مضلل,"نُشر المقطع بتاريخ 17 أكتوبر 2023 مرفقا بالتعليق الآتي -من دون تصرّف-:
ها وقد ظهر الحق وزهق الباطل .. صور لصاروخ حماس الذي ضرب بطريق الخطأ علي مستشفي الاهلي المعمداني بغزه كما هو موضح في الصورة ..",2023-10-19T14:10:38+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%82%D8%AF%D9%8A%D9%85-%D9%85%D9%86%D8%B0-%D8%B9%D8%A7%D9%85-%D9%A2%D9%A0%D9%A2%D9%A2-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%A3%D9%82%D9%84-%D8%8C/
هذا المقطع لا يظهر أطفالًا إسرائيليين محتجزين في أقفاص في أعقاب الأحداث الجارية في غزة,زائف,مضلل,نشرت إحدى صفحات فيسبوك المقطع بتاريخ 09 أكتوبر 2023 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2023-10-19T14:06:01+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%84%D8%A7-%D9%8A%D8%B8%D9%87%D8%B1-%D8%A3%D8%B7%D9%81%D8%A7%D9%84%D9%8B%D8%A7-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A%D9%8A%D9%86/
هذا الصوت مركب، ولا يظهر تلقي طاقم قناة سي أن أن أوامر بالتظاهر أنهم تحت القصف,زائف,زائف,مخرج محطة السي إن إن #CNN ينسى أنه على الهواء ويوجه مراسلة الاخبار والمصور على التيلفون بأن يتظاهروا بأنهم تعرضوا لصواريخ حماس عندما يقول لها تلفتي حولك وتظاهري بأنك مذعورة*,2023-10-19T13:10:01+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D8%B5%D9%88%D8%AA-%D9%85%D8%B1%D9%83%D8%A8%D8%8C-%D9%88%D9%84%D8%A7-%D9%8A%D8%B8%D9%87%D8%B1-%D8%AA%D9%84%D9%82%D9%8A-%D8%B7%D8%A7%D9%82%D9%85-%D9%82%D9%86%D8%A7%D8%A9/
هذا المقطع الذي قيل إنه يظهر أخطبوطًا في مرآب سيارات في قطر غير حقيقي بل معدل رقميًّا,زائف,زائف,"تناقل ناشطون على مواقع التواصل مقطعًا يدعون أنه يظهر أخطبوطًا حقيقيّا يدخل مرآب سيارات في قطر ويتسبب بتحطيم سيارة،
فما حقيقة هذا المقطع؟ تابع المقال الآتي..",2023-10-18T11:46:34+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D8%A7%D9%84%D8%B0%D9%8A-%D9%82%D9%8A%D9%84-%D8%A5%D9%86%D9%87-%D9%8A%D8%B8%D9%87%D8%B1-%D8%A3%D8%AE%D8%B7%D8%A8%D9%88%D8%B7%D9%8B%D8%A7-%D9%81/
لا، لم تحظر اليابان لقاحات كوفيد 19، ولا صحة لهذه الادعاءات المتداولة حول زيادة معدل الوفيات بسبب اللقاح,زائف,زائف,"تناقل ناشطون على مواقع التواصل خبرًا يدّعي حظر اليابان لقاحات كوفيد 19 بعد زيادة معدلات الوفيات  في البلاد بسبب اللقاح – بحسب الادعاء -،
فما مدى صحة هذا الخبر؟ تابع المقال الآتي..",2024-04-12T01:59:53+03:00,https://fatabyyano.net/371617829383-2/
هذه الصورة ليست لعملاق في قندهار، وإنما مصممة بالذكاء الاصطناعي,زائف,زائف,"تناقل ناشطون على منصة فيسبوك صورة يدعون أنها تعود لعملاق في قندهار، أفغانستان عام 1923،
فما حقيقة هذا الادعاء؟",2023-10-18T03:59:42+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D8%B5%D9%88%D8%B1%D8%A9-%D9%84%D9%8A%D8%B3%D8%AA-%D9%84%D8%B9%D9%85%D9%84%D8%A7%D9%82-%D9%81%D9%8A-%D9%82%D9%86%D8%AF%D9%87%D8%A7%D8%B1%D8%8C-%D9%88%D8%A5%D9%86%D9%85/
